PONo,PODate,PRNo,VendorCode,VendorName,Vertical,ItemCode,ItemDescription,OrderedQty,UOM,UnitPrice,TotalAmount,Currency,PromisedDeliveryDate,PaymentTerms,ApprovedBy,Status,DeptCode,ProjectCode
PO-40586,2026-07-02,PR-30684,V-1008,KEI Industries,Electrical,I-5003,Distribution Board 8-Way,17,Nos,1381.07,23478.14,INR,2026-07-20,Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40587,2026-02-28,PR-30686,V-1001,Polycab India,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),26,Coil,1636.96,42561.06,INR,2026-03-14,Net 30,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40588,2025-10-14,PR-30688,V-1052,Finolex Pipes,Plumbing Materials,I-5058,Submersible Pump 1HP,18,Nos,7904.84,142287.03,INR,2025-10-24,Net 45,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40589,2025-11-12,PR-30689,V-1047,Panasonic Energy India,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,53,Nos,111495.38,5909255.35,INR,2025-11-18,Net 15,David Seshadri,Closed,DEP-06,PRJ-106
PO-40590,2025-12-24,PR-30690,V-1001,Polycab India,Electrical,I-5009,Contactor 40A 3 Pole,21,Nos,1372.95,28831.85,INR,2026-01-02,Net 30,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40591,2026-05-11,PR-30691,V-1004,V-Guard Industries,Electrical,I-5008,Earthing Strip GI 25x3mm,7,Mtr,95.52,668.62,INR,2026-05-30,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40592,2026-04-16,PR-30692,V-1002,Finolex Cables,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),14,Coil,1713.13,23983.87,INR,2026-04-22,Advance 20% + Net 30,Hemal Chad,Open,DEP-04,PRJ-104
PO-40593,2026-02-15,PR-30693,V-1012,Kitply Industries,Carpentry,I-5014,MDF Board 12mm (8x4 ft),42,Sheet,1578.7,66305.54,INR,2026-03-06,Net 15,Januja Pradhan,Cancelled,DEP-05,PRJ-105
PO-40594,2025-12-30,PR-30694,V-1045,HBL Power Systems,Batteries,I-5046,Battery Rack 4-Tier MS,33,Nos,2976.92,98238.48,INR,2026-01-12,Net 45,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40595,2026-04-28,PR-30695,V-1024,JK Cement,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,35,Ton,827.64,28967.46,INR,2026-05-01,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40596,2025-11-23,PR-30696,V-1006,Legrand India,Electrical,I-5003,Distribution Board 8-Way,30,Nos,1137.79,34133.63,INR,2025-12-03,Net 45,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40597,2025-11-21,PR-30698,V-1029,L&T Construction Materials,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,17,Ton,741.9,12612.38,INR,2025-12-02,Net 30,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40598,2025-11-02,PR-30701,V-1050,Astral Pipes,Plumbing Materials,I-5052,PVC Elbow 4 inch,16,Nos,84.21,1347.34,INR,2025-11-16,Net 60,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40599,2026-06-27,PR-30703,V-1044,Okaya Power,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,17,Nos,114215.86,1941669.63,INR,2026-07-14,Net 15,Hemal Chad,Partially Delivered,DEP-02,PRJ-102
PO-40600,2026-01-15,PR-30704,V-1023,Shree Cement,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,7,Ton,799.32,5595.27,INR,2026-01-29,Net 45,Januja Pradhan,Partially Delivered,DEP-02,PRJ-102
PO-40601,2025-11-09,PR-30707,V-1000,Havells India,Electrical,I-5007,Junction Box IP65,14,Nos,176.54,2471.59,INR,2025-11-26,Net 15,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40602,2025-11-26,PR-30708,V-1045,HBL Power Systems,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,32,Nos,111316.45,3562126.43,INR,2025-12-05,Net 45,David Seshadri,Closed,DEP-05,PRJ-105
PO-40603,2025-10-26,PR-30709,V-1044,Okaya Power,Batteries,I-5048,Battery Monitoring System (BMS module),27,Nos,4026.2,108707.39,INR,2025-10-31,Net 15,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40604,2025-11-06,PR-30710,V-1003,Anchor by Panasonic,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,28,Mtr,345.57,9675.9,INR,2025-11-20,Net 15,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40605,2026-03-09,PR-30711,V-1045,HBL Power Systems,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,23,Nos,15443.92,355210.24,INR,2026-03-22,Net 45,David Seshadri,Closed,DEP-06,PRJ-106
PO-40606,2026-05-29,PR-30712,V-1021,ACC Limited,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),18,Roll,4318.62,77735.09,INR,2026-06-16,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40607,2025-11-11,PR-30713,V-1027,JSW Steel,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),34,Drum,9132.68,310511.24,INR,2025-12-02,Advance 20% + Net 30,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40608,2025-10-27,PR-30714,V-1027,JSW Steel,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),45,Roll,4202.77,189124.86,INR,2025-11-15,Advance 20% + Net 30,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40609,2026-07-27,PR-30715,V-1043,Su-Kam Power Systems,Batteries,I-5048,Battery Monitoring System (BMS module),6,Nos,3877.76,23266.54,INR,2026-08-11,Net 15,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40610,2026-06-12,PR-30716,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),34,Drum,9981.74,339379.22,INR,2026-06-23,Net 60,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40611,2026-04-09,PR-30717,V-1001,Polycab India,Electrical,I-5005,Modular Switch 6A,33,Nos,70.11,2313.66,INR,2026-04-29,Net 30,Hemal Chad,Open,DEP-03,PRJ-103
PO-40612,2025-11-18,PR-30718,V-1049,Exicom Power Solutions,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,46,Nos,8754.75,402718.47,INR,2025-12-09,Net 30,Januja Pradhan,Partially Delivered,DEP-04,PRJ-104
PO-40613,2026-07-29,PR-30719,V-1009,Orient Electric,Electrical,I-5002,MCB 32A Single Pole,30,Nos,152.3,4568.95,INR,2026-08-07,Net 15,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40614,2025-10-15,PR-30720,V-1051,Supreme Industries,Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),36,Pcs,963.88,34699.67,INR,2025-10-31,Net 30,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40615,2026-03-03,PR-30721,V-1039,Loom Solar,Solar Panels,I-5035,Module Mounting Structure (per kW),22,kW Set,4354.69,95803.13,INR,2026-03-12,Advance 20% + Net 30,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40616,2026-08-10,PR-30722,V-1031,Waaree Energies,Solar Panels,I-5035,Module Mounting Structure (per kW),8,kW Set,4919.56,39356.52,INR,2026-08-21,Net 30,David Seshadri,Partially Delivered,DEP-06,PRJ-106
PO-40617,2026-01-23,PR-30724,V-1051,Supreme Industries,Plumbing Materials,I-5054,Water Tank 1000L HDPE,21,Nos,6484.07,136165.46,INR,2026-01-29,Net 30,Reva Viswanathan,Open,DEP-01,PRJ-101
PO-40618,2026-06-21,PR-30725,V-1021,ACC Limited,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),6,Roll,4324.61,25947.66,INR,2026-06-27,Advance 20% + Net 30,David Seshadri,Closed,DEP-06,PRJ-106
PO-40619,2026-03-02,PR-30726,V-1036,Emmvee Solar,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,29,Nos,11466.12,332517.41,INR,2026-03-05,Net 45,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40620,2026-03-04,PR-30727,V-1024,JK Cement,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),9,Drum,8959.78,80637.98,INR,2026-03-13,Advance 20% + Net 30,Januja Pradhan,Closed,DEP-06,PRJ-106
PO-40621,2026-06-06,PR-30728,V-1021,ACC Limited,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),12,Roll,4362.5,52349.96,INR,2026-06-19,Advance 20% + Net 30,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40622,2026-02-18,PR-30729,V-1048,Base Corporation,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,17,Nos,15928.8,270789.53,INR,2026-03-10,Net 30,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40623,2026-06-06,PR-30730,V-1004,V-Guard Industries,Electrical,I-5005,Modular Switch 6A,16,Nos,72.73,1163.69,INR,2026-06-27,Advance 20% + Net 30,Balveer Kota,Cancelled,DEP-03,PRJ-103
PO-40624,2026-01-06,PR-30731,V-1023,Shree Cement,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),7,Bag,370.88,2596.14,INR,2026-01-16,Net 45,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40625,2025-12-14,PR-30732,V-1036,Emmvee Solar,Solar Panels,I-5041,Solar Cable Gland Set,14,Set,134.1,1877.39,INR,2025-12-28,Net 45,Balveer Kota,Partially Delivered,DEP-04,PRJ-104
PO-40626,2026-05-04,PR-30733,V-1058,Kajaria Ceramics,Plumbing Materials,I-5058,Submersible Pump 1HP,44,Nos,9423.05,414614.13,INR,2026-05-21,Net 60,David Seshadri,Closed,DEP-01,PRJ-101
PO-40627,2026-01-25,PR-30735,V-1002,Finolex Cables,Electrical,I-5011,Cable Gland Brass 25mm,38,Nos,50.98,1937.41,INR,2026-02-03,Advance 20% + Net 30,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40628,2026-07-14,PR-30737,V-1039,Loom Solar,Solar Panels,I-5033,Solar Module 550Wp Bifacial,17,Nos,13926.71,236754.07,INR,2026-07-22,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40629,2026-03-30,PR-30738,V-1035,Premier Energies,Solar Panels,I-5038,Combiner Box 6 in 1 out,10,Nos,5873.16,58731.63,INR,2026-04-15,Net 15,Reva Viswanathan,Partially Delivered,DEP-05,PRJ-105
PO-40630,2026-06-01,PR-30739,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,23,Ton,56000.44,1288010.1,INR,2026-06-09,Net 60,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40631,2026-07-26,PR-30740,V-1052,Finolex Pipes,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,76,Nos,316.67,24067.17,INR,2026-08-09,Net 45,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40632,2026-02-12,PR-30741,V-1051,Supreme Industries,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),35,Pcs,332.67,11643.56,INR,2026-02-21,Net 30,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40633,2026-02-25,PR-30742,V-1036,Emmvee Solar,Solar Panels,I-5033,Solar Module 550Wp Bifacial,26,Nos,12811.97,333111.26,INR,2026-03-11,Net 45,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40634,2026-02-16,PR-30743,V-1003,Anchor by Panasonic,Electrical,I-5010,MCCB 200A,18,Nos,8112.33,146021.86,INR,2026-03-01,Net 15,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40635,2026-05-09,PR-30744,V-1000,Havells India,Electrical,I-5008,Earthing Strip GI 25x3mm,11,Mtr,102.67,1129.4,INR,2026-05-13,Net 15,David Seshadri,Closed,DEP-04,PRJ-104
PO-40636,2026-02-09,PR-30745,V-1038,Websol Energy System,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,35,Nos,12695.5,444342.65,INR,2026-02-17,Net 45,David Seshadri,Closed,DEP-01,PRJ-101
PO-40637,2026-06-22,PR-30746,V-1011,Greenply Industries,Carpentry,I-5015,Hinges SS 4 inch,41,Pair,91.99,3771.76,INR,2026-06-25,Net 60,Balveer Kota,Partially Delivered,DEP-06,PRJ-106
PO-40638,2026-01-17,PR-30747,V-1034,Goldi Solar,Solar Panels,I-5041,Solar Cable Gland Set,14,Set,131.15,1836.15,INR,2026-01-20,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40639,2025-09-24,PR-30748,V-1031,Waaree Energies,Solar Panels,I-5038,Combiner Box 6 in 1 out,14,Nos,5349.57,74894.0,INR,2025-10-02,Net 30,Reva Viswanathan,Partially Delivered,DEP-01,PRJ-101
PO-40640,2026-01-26,PR-30749,V-1023,Shree Cement,Road Construction Materials,I-5030,Kerb Stone Precast,36,Nos,190.55,6859.75,INR,2026-02-15,Net 45,Hemal Chad,Partially Delivered,DEP-06,PRJ-106
PO-40641,2026-01-06,PR-30750,V-1010,Century Plyboards,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),17,Sheet,1168.93,19871.78,INR,2026-01-15,Net 45,Balveer Kota,Open,DEP-04,PRJ-104
PO-40642,2026-03-22,PR-30751,V-1013,Archidply Industries,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),47,Sheet,3175.15,149232.0,INR,2026-04-08,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40643,2025-10-06,PR-30752,V-1005,Crompton Greaves Consumer,Electrical,I-5010,MCCB 200A,31,Nos,7196.3,223085.31,INR,2025-10-10,Advance 20% + Net 30,David Seshadri,Closed,DEP-03,PRJ-103
PO-40644,2026-06-20,PR-30753,V-1046,Livguard Energy,Batteries,I-5042,Tubular Battery 150Ah C10,22,Nos,15029.43,330647.49,INR,2026-07-05,Net 15,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40645,2026-01-13,PR-30755,V-1047,Panasonic Energy India,Batteries,I-5048,Battery Monitoring System (BMS module),24,Nos,3713.45,89122.69,INR,2026-02-02,Net 15,Reva Viswanathan,Partially Delivered,DEP-06,PRJ-106
PO-40646,2026-05-02,PR-30756,V-1023,Shree Cement,Road Construction Materials,I-5028,PQC Dowel Bar 32mm,25,Ton,61764.13,1544103.34,INR,2026-05-11,Net 45,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40647,2026-08-05,PR-30757,V-1023,Shree Cement,Road Construction Materials,I-5030,Kerb Stone Precast,56,Nos,203.09,11373.17,INR,2026-08-18,Net 45,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40648,2026-01-22,PR-30758,V-1023,Shree Cement,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,18,Ton,790.8,14234.45,INR,2026-02-07,Net 45,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40649,2025-10-07,PR-30759,V-1055,CERA Sanitaryware,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),12,Pcs,328.91,3946.92,INR,2025-10-16,Net 30,Hemal Chad,Open,DEP-06,PRJ-106
PO-40650,2026-01-29,PR-30760,V-1021,ACC Limited,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,34,Ton,746.13,25368.42,INR,2026-02-14,Advance 20% + Net 30,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40651,2025-11-10,PR-30761,V-1005,Crompton Greaves Consumer,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,41,Mtr,372.35,15266.33,INR,2025-12-01,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40652,2026-02-07,PR-30762,V-1005,Crompton Greaves Consumer,Electrical,I-5009,Contactor 40A 3 Pole,34,Nos,1327.01,45118.42,INR,2026-02-12,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40653,2026-02-07,PR-30764,V-1007,Schneider Electric India,Electrical,I-5003,Distribution Board 8-Way,9,Nos,1235.49,11119.42,INR,2026-02-20,Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40654,2026-03-21,PR-30765,V-1058,Kajaria Ceramics,Plumbing Materials,I-5056,Concealed Cistern with Frame,32,Set,7863.13,251620.12,INR,2026-04-06,Net 60,Hemal Chad,Open,DEP-02,PRJ-102
PO-40655,2026-03-12,PR-30767,V-1010,Century Plyboards,Carpentry,I-5014,MDF Board 12mm (8x4 ft),30,Sheet,1668.18,50045.35,INR,2026-03-25,Net 45,Januja Pradhan,Partially Delivered,DEP-01,PRJ-101
PO-40656,2026-04-14,PR-30769,V-1058,Kajaria Ceramics,Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),4,Pcs,1085.32,4341.29,INR,2026-05-02,Net 60,Reva Viswanathan,Partially Delivered,DEP-06,PRJ-106
PO-40657,2025-12-13,PR-30770,V-1001,Polycab India,Electrical,I-5002,MCB 32A Single Pole,22,Nos,134.38,2956.26,INR,2025-12-21,Net 30,Hemal Chad,Partially Delivered,DEP-05,PRJ-105
PO-40658,2026-01-04,PR-30771,V-1021,ACC Limited,Road Construction Materials,I-5027,Ready Mix Concrete M25,18,Cum,5364.31,96557.66,INR,2026-01-18,Advance 20% + Net 30,David Seshadri,Partially Delivered,DEP-02,PRJ-102
PO-40659,2026-04-22,PR-30772,V-1035,Premier Energies,Solar Panels,I-5037,MC4 Connector Pair,31,Pair,95.67,2965.85,INR,2026-05-01,Net 15,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40660,2026-04-21,PR-30773,V-1055,CERA Sanitaryware,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,16,Nos,1883.2,30131.15,INR,2026-04-28,Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40661,2026-01-20,PR-30774,V-1028,Birla Corporation,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,25,Ton,818.43,20460.85,INR,2026-01-30,Net 60,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40662,2026-05-07,PR-30775,V-1006,Legrand India,Electrical,I-5005,Modular Switch 6A,32,Nos,70.56,2257.96,INR,2026-05-10,Net 45,Hemal Chad,Cancelled,DEP-01,PRJ-101
PO-40663,2026-04-11,PR-30776,V-1032,Adani Solar,Solar Panels,I-5041,Solar Cable Gland Set,30,Set,145.27,4358.03,INR,2026-05-02,Net 60,David Seshadri,Cancelled,DEP-03,PRJ-103
PO-40664,2026-01-24,PR-30778,V-1035,Premier Energies,Solar Panels,I-5039,Earthing Kit for Module Structure,25,Set,833.64,20840.97,INR,2026-02-03,Net 15,Januja Pradhan,Open,DEP-03,PRJ-103
PO-40665,2026-07-23,PR-30779,V-1027,JSW Steel,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,26,Ton,798.16,20752.21,INR,2026-08-01,Advance 20% + Net 30,Balveer Kota,Open,DEP-01,PRJ-101
PO-40666,2026-05-10,PR-30780,V-1029,L&T Construction Materials,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),16,Roll,4885.32,78165.04,INR,2026-05-19,Net 30,Hemal Chad,Partially Delivered,DEP-03,PRJ-103
PO-40667,2026-02-06,PR-30781,V-1026,Tata Steel,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),14,Bag,364.76,5106.64,INR,2026-02-20,Net 60,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40668,2026-07-09,PR-30782,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5025,River Sand (fine aggregate),29,Ton,1333.85,38681.64,INR,2026-07-27,Net 60,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40669,2026-08-01,PR-30783,V-1022,Ambuja Cements,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),14,Bag,353.72,4952.1,INR,2026-08-06,Net 15,Hemal Chad,Partially Delivered,DEP-02,PRJ-102
PO-40670,2026-05-15,PR-30784,V-1028,Birla Corporation,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,58,Ton,60719.57,3521735.11,INR,2026-05-24,Net 60,David Seshadri,Closed,DEP-01,PRJ-101
PO-40671,2025-12-27,PR-30785,V-1002,Finolex Cables,Electrical,I-5011,Cable Gland Brass 25mm,33,Nos,52.72,1739.77,INR,2026-01-09,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40672,2026-07-02,PR-30786,V-1009,Orient Electric,Electrical,I-5003,Distribution Board 8-Way,29,Nos,1418.02,41122.52,INR,2026-07-21,Net 15,Hemal Chad,Partially Delivered,DEP-05,PRJ-105
PO-40673,2025-11-07,PR-30787,V-1056,Jaquar Group,Plumbing Materials,I-5056,Concealed Cistern with Frame,43,Set,7374.82,317117.43,INR,2025-11-15,Net 15,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40674,2026-07-03,PR-30788,V-1044,Okaya Power,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,21,Nos,9762.38,205010.05,INR,2026-07-22,Net 15,David Seshadri,Closed,DEP-03,PRJ-103
PO-40675,2025-10-15,PR-30790,V-1040,Exide Industries,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,26,Nos,8295.73,215688.97,INR,2025-10-18,Net 45,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40676,2025-10-10,PR-30791,V-1044,Okaya Power,Batteries,I-5047,Battery Interconnect Cable Set,39,Set,619.24,24150.45,INR,2025-10-21,Net 15,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40677,2026-04-28,PR-30792,V-1001,Polycab India,Electrical,I-5003,Distribution Board 8-Way,23,Nos,1276.13,29351.09,INR,2026-05-07,Net 30,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40678,2026-01-29,PR-30793,V-1033,Vikram Solar,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),33,Coil,2878.84,95001.77,INR,2026-02-15,Advance 20% + Net 30,David Seshadri,Partially Delivered,DEP-01,PRJ-101
PO-40679,2026-02-16,PR-30794,V-1045,HBL Power Systems,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,24,Nos,15223.89,365373.32,INR,2026-02-23,Net 45,Reva Viswanathan,Partially Delivered,DEP-03,PRJ-103
PO-40680,2026-07-09,PR-30795,V-1053,Prince Pipes,Plumbing Materials,I-5052,PVC Elbow 4 inch,16,Nos,94.6,1513.59,INR,2026-07-14,Net 15,David Seshadri,Partially Delivered,DEP-05,PRJ-105
PO-40681,2026-02-22,PR-30796,V-1056,Jaquar Group,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,11,Nos,295.65,3252.18,INR,2026-03-09,Net 15,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40682,2025-09-02,PR-30797,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5053,Ball Valve 1 inch Brass,5,Nos,264.09,1320.45,INR,2025-09-17,Net 15,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40683,2025-10-08,PR-30798,V-1010,Century Plyboards,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),17,Sheet,1106.94,18817.9,INR,2025-10-20,Net 45,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40684,2026-05-18,PR-30799,V-1031,Waaree Energies,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,15,Nos,13066.17,195992.52,INR,2026-06-08,Net 30,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40685,2025-10-19,PR-30800,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5030,Kerb Stone Precast,17,Nos,187.16,3181.71,INR,2025-11-06,Net 60,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40686,2025-09-18,PR-30801,V-1006,Legrand India,Electrical,I-5010,MCCB 200A,15,Nos,6966.3,104494.52,INR,2025-09-22,Net 45,David Seshadri,Closed,DEP-06,PRJ-106
PO-40687,2025-11-23,PR-30802,V-1022,Ambuja Cements,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,13,Ton,58240.27,757123.55,INR,2025-11-27,Net 15,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40688,2025-09-16,PR-30804,V-1027,JSW Steel,Road Construction Materials,I-5028,PQC Dowel Bar 32mm,10,Ton,54214.99,542149.93,INR,2025-09-27,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40689,2025-11-03,PR-30805,V-1058,Kajaria Ceramics,Plumbing Materials,I-5052,PVC Elbow 4 inch,12,Nos,79.9,958.85,INR,2025-11-23,Net 60,David Seshadri,Closed,DEP-02,PRJ-102
PO-40690,2026-03-21,PR-30806,V-1004,V-Guard Industries,Electrical,I-5002,MCB 32A Single Pole,13,Nos,143.05,1859.71,INR,2026-04-09,Advance 20% + Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40691,2025-11-29,PR-30807,V-1022,Ambuja Cements,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,28,Ton,53344.47,1493645.26,INR,2025-12-06,Net 15,David Seshadri,Partially Delivered,DEP-04,PRJ-104
PO-40692,2025-12-13,PR-30808,V-1043,Su-Kam Power Systems,Batteries,I-5042,Tubular Battery 150Ah C10,4,Nos,13975.37,55901.47,INR,2025-12-31,Net 15,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40693,2026-07-07,PR-30809,V-1040,Exide Industries,Batteries,I-5048,Battery Monitoring System (BMS module),52,Nos,4302.29,223719.33,INR,2026-07-18,Net 45,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40694,2026-05-25,PR-30810,V-1049,Exicom Power Solutions,Batteries,I-5049,Deep Cycle Battery 200Ah,19,Nos,21367.54,405983.2,INR,2026-06-15,Net 30,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40695,2026-01-29,PR-30811,V-1039,Loom Solar,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),15,Coil,3140.61,47109.17,INR,2026-02-12,Advance 20% + Net 30,Hemal Chad,Cancelled,DEP-03,PRJ-103
PO-40696,2026-01-26,PR-30812,V-1032,Adani Solar,Solar Panels,I-5038,Combiner Box 6 in 1 out,4,Nos,6365.42,25461.69,INR,2026-02-04,Net 60,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40697,2026-07-27,PR-30813,V-1047,Panasonic Energy India,Batteries,I-5046,Battery Rack 4-Tier MS,17,Nos,3208.43,54543.3,INR,2026-08-06,Net 15,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40698,2026-03-25,PR-30814,V-1058,Kajaria Ceramics,Plumbing Materials,I-5058,Submersible Pump 1HP,6,Nos,8616.41,51698.44,INR,2026-04-05,Net 60,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40699,2025-11-02,PR-30815,V-1021,ACC Limited,Road Construction Materials,I-5027,Ready Mix Concrete M25,8,Cum,5252.74,42021.94,INR,2025-11-08,Advance 20% + Net 30,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40700,2026-07-17,PR-30817,V-1012,Kitply Industries,Carpentry,I-5015,Hinges SS 4 inch,26,Pair,93.22,2423.72,INR,2026-08-06,Net 15,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40701,2026-07-16,PR-30818,V-1007,Schneider Electric India,Electrical,I-5011,Cable Gland Brass 25mm,23,Nos,58.35,1341.94,INR,2026-07-24,Net 30,Hemal Chad,Partially Delivered,DEP-02,PRJ-102
