PRNo,PRDate,DeptCode,DeptName,ProjectCode,ProjectName,ItemCode,ItemDescription,Vertical,RequestedQty,UOM,RequiredByDate,RequestedBy,Priority,Status
PR-30358,2025-09-15,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5017,Door Lock Mortise Set,Carpentry,26,Set,2025-09-24,Yashica Rajagopalan,Low,Converted to PO
PR-30359,2025-09-03,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5008,Earthing Strip GI 25x3mm,Electrical,18,Mtr,2025-10-03,Wakeeta Shetty,Low,Converted to PO
PR-30360,2025-11-03,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5047,Battery Interconnect Cable Set,Batteries,22,Set,2025-11-24,Michael Borra,Medium,Converted to PO
PR-30361,2025-12-06,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5018,Wood Screws 2 inch (box of 100),Carpentry,11,Box,2025-12-15,Benjamin Sengupta,Medium,Pending Approval
PR-30362,2026-05-10,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,22,Bag,2026-06-07,Daksh Pandey,Medium,Converted to PO
PR-30363,2025-11-02,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5048,Battery Monitoring System (BMS module),Batteries,15,Nos,2025-11-16,Yashica Rajagopalan,Medium,Converted to PO
PR-30364,2026-07-19,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5025,River Sand (fine aggregate),Road Construction Materials,23,Ton,2026-07-30,Yashica Rajagopalan,High,Converted to PO
PR-30365,2026-01-29,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,15,Nos,2026-02-26,Dayita Shenoy,Medium,Converted to PO
PR-30366,2026-03-16,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,26,Pcs,2026-04-06,Riya Mitter,Medium,Converted to PO
PR-30367,2026-05-02,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5039,Earthing Kit for Module Structure,Solar Panels,13,Set,2026-05-26,Dayita Shenoy,High,Converted to PO
PR-30368,2026-03-14,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5037,MC4 Connector Pair,Solar Panels,28,Pair,2026-03-24,Ria Bir,Medium,Converted to PO
PR-30369,2026-05-22,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,34,Nos,2026-06-11,Yashica Rajagopalan,Medium,Converted to PO
PR-30370,2026-02-01,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,20,Roll,2026-02-19,Wakeeta Shetty,Medium,Rejected
PR-30371,2026-01-26,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,29,Nos,2026-02-10,Baljiwan Bhandari,Medium,Converted to PO
PR-30372,2026-04-10,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5046,Battery Rack 4-Tier MS,Batteries,12,Nos,2026-05-08,Wakeeta Shetty,Medium,Converted to PO
PR-30373,2026-07-12,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5058,Submersible Pump 1HP,Plumbing Materials,43,Nos,2026-08-01,Yashica Rajagopalan,Medium,Rejected
PR-30374,2025-11-15,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,38,Sheet,2025-11-29,Bhavini Bose,Medium,Converted to PO
PR-30375,2026-04-26,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5004,LED Flood Light 100W,Electrical,17,Nos,2026-05-18,Riya Mitter,Medium,Converted to PO
PR-30376,2025-10-13,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5042,Tubular Battery 150Ah C10,Batteries,8,Nos,2025-10-30,Ekanta Soni,High,Converted to PO
PR-30377,2026-07-05,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,28,Nos,2026-07-15,Ria Bir,Medium,Converted to PO
PR-30378,2026-02-10,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,4,Ton,2026-03-06,Bhavini Bose,High,Converted to PO
PR-30379,2026-01-08,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5035,Module Mounting Structure (per kW),Solar Panels,29,kW Set,2026-02-01,Bhavini Bose,Low,Converted to PO
PR-30380,2026-07-27,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5055,Sanitaryware Wash Basin,Plumbing Materials,47,Nos,2026-08-16,Ekantika Mutti,Low,Converted to PO
PR-30381,2025-09-27,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,16,Bag,2025-10-24,Bhavini Bose,Medium,Converted to PO
PR-30382,2026-02-11,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5048,Battery Monitoring System (BMS module),Batteries,16,Nos,2026-03-04,Yashica Rajagopalan,High,Converted to PO
PR-30383,2026-01-13,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,35,Nos,2026-02-11,Warinder Chauhan,Medium,Converted to PO
PR-30384,2025-12-14,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5011,Cable Gland Brass 25mm,Electrical,7,Nos,2025-12-27,Ekanta Soni,Medium,Rejected
PR-30385,2025-11-06,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5048,Battery Monitoring System (BMS module),Batteries,18,Nos,2025-11-26,Baljiwan Bhandari,High,Converted to PO
PR-30386,2025-09-06,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5033,Solar Module 550Wp Bifacial,Solar Panels,14,Nos,2025-09-28,Ria Bir,Low,Converted to PO
PR-30387,2026-03-15,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5021,Adhesive Fevicol SH (5kg),Carpentry,12,Can,2026-03-31,Bhavini Bose,Medium,Cancelled
PR-30388,2026-01-12,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5002,MCB 32A Single Pole,Electrical,7,Nos,2026-01-24,Ria Bir,Low,Converted to PO
PR-30389,2026-05-23,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,20,Coil,2026-06-09,Michael Borra,Medium,Converted to PO
PR-30390,2025-09-21,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,20,Nos,2025-10-12,Yashica Rajagopalan,Medium,Converted to PO
PR-30391,2026-05-28,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,11,Pcs,2026-06-22,Aahana Hora,High,Converted to PO
PR-30392,2026-04-21,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5049,Deep Cycle Battery 200Ah,Batteries,46,Nos,2026-05-18,Baljiwan Bhandari,Medium,Rejected
PR-30393,2026-04-20,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,18,Nos,2026-05-07,Yashica Rajagopalan,Low,Rejected
PR-30394,2026-07-27,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,13,Mtr,2026-08-12,Warinder Chauhan,Medium,Converted to PO
PR-30395,2025-11-01,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5014,MDF Board 12mm (8x4 ft),Carpentry,16,Sheet,2025-11-17,Riya Mitter,Medium,Converted to PO
PR-30396,2026-07-12,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5047,Battery Interconnect Cable Set,Batteries,32,Set,2026-07-24,Riya Mitter,High,Converted to PO
PR-30397,2026-01-30,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5048,Battery Monitoring System (BMS module),Batteries,23,Nos,2026-02-24,Aahana Hora,Low,Converted to PO
PR-30398,2025-12-03,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5034,String Inverter 50kW,Solar Panels,59,Nos,2025-12-22,Riya Mitter,Low,Converted to PO
PR-30399,2025-10-30,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5006,Cable Tray 300mm (2m length),Electrical,15,Nos,2025-11-06,Daksh Pandey,Medium,Converted to PO
PR-30400,2025-09-09,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,41,Coil,2025-10-08,Ekanta Soni,High,Cancelled
PR-30401,2026-04-12,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5035,Module Mounting Structure (per kW),Solar Panels,13,kW Set,2026-05-09,Dayita Shenoy,High,Converted to PO
PR-30402,2026-06-27,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5007,Junction Box IP65,Electrical,32,Nos,2026-07-11,Baljiwan Bhandari,Low,Converted to PO
PR-30403,2026-01-27,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,30,Nos,2026-02-04,Daksh Pandey,Medium,Converted to PO
PR-30404,2026-04-18,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5037,MC4 Connector Pair,Solar Panels,18,Pair,2026-05-17,Michael Borra,Medium,Converted to PO
PR-30405,2026-04-30,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5047,Battery Interconnect Cable Set,Batteries,14,Set,2026-05-12,Ekantika Mutti,Medium,Converted to PO
PR-30406,2026-03-02,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,35,Drum,2026-03-30,Ekanta Soni,Low,Converted to PO
PR-30407,2025-11-17,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5046,Battery Rack 4-Tier MS,Batteries,54,Nos,2025-12-16,Baljiwan Bhandari,Medium,Pending Approval
PR-30408,2026-04-23,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5007,Junction Box IP65,Electrical,29,Nos,2026-05-03,Benjamin Sengupta,Medium,Cancelled
PR-30409,2026-05-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5042,Tubular Battery 150Ah C10,Batteries,38,Nos,2026-05-28,Aahana Hora,Low,Converted to PO
PR-30410,2026-01-04,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5042,Tubular Battery 150Ah C10,Batteries,61,Nos,2026-01-26,Dayita Shenoy,High,Converted to PO
PR-30411,2026-05-23,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,17,Bag,2026-06-01,Ria Bir,Medium,Converted to PO
PR-30412,2026-07-17,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,19,Nos,2026-08-12,Yashica Rajagopalan,Medium,Converted to PO
PR-30413,2026-05-25,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,19,Coil,2026-06-11,Michael Borra,High,Converted to PO
PR-30414,2026-01-11,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5005,Modular Switch 6A,Electrical,31,Nos,2026-02-07,Aahana Hora,High,Converted to PO
PR-30415,2026-07-02,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,25,Nos,2026-07-16,Ekantika Mutti,Medium,Converted to PO
PR-30416,2026-04-06,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,13,Mtr,2026-04-17,Daksh Pandey,High,Converted to PO
PR-30417,2026-05-17,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,28,Nos,2026-05-28,Daksh Pandey,High,Converted to PO
PR-30418,2026-06-20,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5005,Modular Switch 6A,Electrical,76,Nos,2026-07-06,Michael Borra,High,Converted to PO
PR-30419,2025-12-03,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,30,Nos,2026-01-02,Aahana Hora,Medium,Converted to PO
PR-30420,2026-04-19,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5039,Earthing Kit for Module Structure,Solar Panels,19,Set,2026-05-17,Ekanta Soni,Medium,Converted to PO
PR-30421,2026-06-20,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,11,Pcs,2026-07-17,Yashica Rajagopalan,Medium,Converted to PO
PR-30422,2026-05-02,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,18,Nos,2026-05-25,Aahana Hora,Medium,Pending Approval
PR-30423,2026-01-19,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,12,Mtr,2026-02-01,Yashica Rajagopalan,Low,Converted to PO
PR-30424,2025-10-17,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,9,Drum,2025-10-27,Dayita Shenoy,High,Cancelled
PR-30425,2025-11-18,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,27,Sheet,2025-12-04,Bhavini Bose,High,Rejected
PR-30426,2025-09-14,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5052,PVC Elbow 4 inch,Plumbing Materials,19,Nos,2025-10-13,Riya Mitter,High,Converted to PO
PR-30427,2025-10-02,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5054,Water Tank 1000L HDPE,Plumbing Materials,9,Nos,2025-10-19,Riya Mitter,High,Converted to PO
PR-30428,2025-12-14,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5030,Kerb Stone Precast,Road Construction Materials,52,Nos,2025-12-25,Michael Borra,Medium,Converted to PO
PR-30429,2026-01-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5007,Junction Box IP65,Electrical,5,Nos,2026-02-13,Bhavini Bose,Medium,Converted to PO
PR-30430,2026-04-10,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5046,Battery Rack 4-Tier MS,Batteries,42,Nos,2026-04-23,Benjamin Sengupta,Medium,Converted to PO
PR-30431,2025-09-05,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,65,Nos,2025-10-03,Dayita Shenoy,Low,Converted to PO
PR-30432,2026-03-18,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5047,Battery Interconnect Cable Set,Batteries,59,Set,2026-03-30,Benjamin Sengupta,Medium,Converted to PO
PR-30433,2025-12-29,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5025,River Sand (fine aggregate),Road Construction Materials,14,Ton,2026-01-20,Warinder Chauhan,Medium,Rejected
PR-30434,2025-09-04,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5035,Module Mounting Structure (per kW),Solar Panels,34,kW Set,2025-09-17,Bhavini Bose,Medium,Cancelled
PR-30435,2025-11-27,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5039,Earthing Kit for Module Structure,Solar Panels,39,Set,2025-12-21,Yashica Rajagopalan,Medium,Converted to PO
PR-30436,2026-05-31,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5042,Tubular Battery 150Ah C10,Batteries,47,Nos,2026-06-26,Dayita Shenoy,Low,Converted to PO
PR-30437,2025-12-25,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,28,Pcs,2026-01-23,Aahana Hora,Low,Converted to PO
PR-30438,2026-01-01,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,10,Sheet,2026-01-18,Ekanta Soni,Medium,Converted to PO
PR-30439,2025-10-02,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5002,MCB 32A Single Pole,Electrical,24,Nos,2025-10-23,Baljiwan Bhandari,Medium,Converted to PO
PR-30440,2026-04-26,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5006,Cable Tray 300mm (2m length),Electrical,56,Nos,2026-05-16,Baljiwan Bhandari,High,Pending Approval
PR-30441,2026-04-21,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,48,Pcs,2026-05-14,Wakeeta Shetty,High,Converted to PO
PR-30442,2025-11-14,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,15,Nos,2025-11-25,Baljiwan Bhandari,Medium,Converted to PO
PR-30443,2026-04-28,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,27,Ton,2026-05-24,Ekanta Soni,Medium,Converted to PO
PR-30444,2026-03-12,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5017,Door Lock Mortise Set,Carpentry,20,Set,2026-03-25,Ekanta Soni,Low,Converted to PO
PR-30445,2025-11-29,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5004,LED Flood Light 100W,Electrical,33,Nos,2025-12-16,Wakeeta Shetty,High,Converted to PO
PR-30446,2025-11-06,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5002,MCB 32A Single Pole,Electrical,41,Nos,2025-11-19,Riya Mitter,Medium,Converted to PO
PR-30447,2025-12-17,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,26,Nos,2026-01-16,Daksh Pandey,Medium,Converted to PO
PR-30448,2026-03-25,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,12,Roll,2026-04-21,Baljiwan Bhandari,Medium,Rejected
PR-30449,2026-04-20,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5015,Hinges SS 4 inch,Carpentry,15,Pair,2026-05-04,Ekantika Mutti,Medium,Converted to PO
PR-30450,2026-04-10,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,35,Ton,2026-04-30,Daksh Pandey,Medium,Converted to PO
PR-30451,2025-10-31,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,31,Pcs,2025-11-09,Dayita Shenoy,High,Converted to PO
PR-30452,2026-03-26,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5017,Door Lock Mortise Set,Carpentry,15,Set,2026-04-14,Benjamin Sengupta,Medium,Converted to PO
PR-30453,2025-12-06,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5047,Battery Interconnect Cable Set,Batteries,8,Set,2025-12-26,Yashica Rajagopalan,Medium,Converted to PO
PR-30454,2026-06-03,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,40,Ton,2026-06-19,Warinder Chauhan,Medium,Converted to PO
PR-30455,2026-06-01,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,15,Pcs,2026-06-20,Aahana Hora,Medium,Converted to PO
PR-30456,2026-01-28,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5015,Hinges SS 4 inch,Carpentry,10,Pair,2026-02-25,Daksh Pandey,High,Converted to PO
PR-30457,2025-11-21,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,23,Ton,2025-12-17,Ekantika Mutti,Medium,Converted to PO
PR-30458,2026-04-25,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,10,Nos,2026-05-20,Aahana Hora,Medium,Converted to PO
PR-30459,2025-09-23,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5011,Cable Gland Brass 25mm,Electrical,59,Nos,2025-10-07,Michael Borra,Medium,Pending Approval
PR-30460,2025-12-21,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5033,Solar Module 550Wp Bifacial,Solar Panels,30,Nos,2026-01-12,Benjamin Sengupta,Medium,Converted to PO
PR-30461,2026-03-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5027,Ready Mix Concrete M25,Road Construction Materials,22,Cum,2026-04-06,Warinder Chauhan,Medium,Converted to PO
PR-30462,2025-11-30,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,15,Nos,2025-12-16,Yashica Rajagopalan,Medium,Converted to PO
PR-30463,2026-03-19,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,22,Nos,2026-04-17,Warinder Chauhan,Medium,Converted to PO
PR-30464,2025-11-25,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,35,Sheet,2025-12-25,Riya Mitter,Medium,Converted to PO
PR-30465,2026-03-30,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5003,Distribution Board 8-Way,Electrical,28,Nos,2026-04-15,Daksh Pandey,Low,Converted to PO
PR-30466,2025-11-08,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5056,Concealed Cistern with Frame,Plumbing Materials,22,Set,2025-11-25,Benjamin Sengupta,Low,Converted to PO
