InvoiceNo,InvoiceDate,PONo,GRNNo,VendorCode,VendorName,Vertical,InvoiceAmount,TaxAmount,TotalAmount,PaymentDueDate,PaymentStatus,PaymentDate,DeptCode,ProjectCode
INV-60755,2026-03-26,PO-40804,GRN-50820,V-1002,Finolex Cables,Electrical,77384.37,13929.19,91313.56,2026-04-25,Paid,2026-04-23,DEP-01,PRJ-101
INV-60756,2026-02-05,PO-40805,GRN-50821,V-1049,Exicom Power Solutions,Batteries,1836155.73,330508.03,2166663.76,2026-03-07,Paid,2026-03-11,DEP-05,PRJ-105
INV-60757,2026-06-02,PO-40806,GRN-50822,V-1013,Archidply Industries,Carpentry,16850.67,3033.12,19883.79,2026-07-02,Paid,2026-07-01,DEP-03,PRJ-103
INV-60758,2026-06-21,PO-40807,GRN-50823,V-1005,Crompton Greaves Consumer,Electrical,36357.51,6544.35,42901.86,2026-07-21,Overdue,,DEP-06,PRJ-106
INV-60759,2026-06-29,PO-40808,GRN-50824,V-1025,Dalmia Bharat Cement,Road Construction Materials,183571.97,33042.95,216614.92,2026-08-28,Paid,2026-08-26,DEP-04,PRJ-104
INV-60760,2026-03-01,PO-40810,GRN-50825,V-1052,Finolex Pipes,Plumbing Materials,133593.39,24046.81,157640.2,2026-04-15,Paid,2026-04-26,DEP-02,PRJ-102
INV-60761,2026-05-01,PO-40811,GRN-50826,V-1053,Prince Pipes,Plumbing Materials,97025.23,17464.54,114489.77,2026-05-16,Paid,2026-05-29,DEP-05,PRJ-105
INV-60762,2026-07-21,PO-40812,GRN-50827,V-1000,Havells India,Electrical,2397.24,431.5,2828.74,2026-08-05,Paid,2026-08-05,DEP-06,PRJ-106
INV-60763,2026-06-05,PO-40813,GRN-50828,V-1005,Crompton Greaves Consumer,Electrical,1127.34,202.92,1330.26,2026-07-05,Overdue,,DEP-03,PRJ-103
INV-60764,2026-05-31,PO-40814,GRN-50829,V-1030,Tata Power Solar,Solar Panels,3707.66,667.38,4375.04,2026-07-30,Paid,2026-08-08,DEP-03,PRJ-103
INV-60765,2026-01-13,PO-40815,GRN-50830,V-1002,Finolex Cables,Electrical,4133.41,744.01,4877.42,2026-02-12,Paid,2026-02-27,DEP-04,PRJ-104
INV-60766,2025-11-17,PO-40816,GRN-50831,V-1022,Ambuja Cements,Road Construction Materials,69285.72,12471.43,81757.15,2025-12-02,Paid,2025-12-04,DEP-05,PRJ-105
INV-60767,2025-10-10,PO-40817,GRN-50832,V-1008,KEI Industries,Electrical,1290.26,232.25,1522.51,2025-11-09,Paid,2025-11-12,DEP-04,PRJ-104
